country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Turkey,TR,TUR,82003882,,78,2020-05-03,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-02-23,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-02-17,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,4,2020-04-21,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-02-13,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,2,2020-04-23,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-06-06,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-05-31,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,0,2020-02-11,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,2020-10-11,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-02-20,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,2,2020-05-13,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-06-06,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,2020-02-27,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,102,2020-09-09,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-05-05,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-01-13,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-03-04,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-06-16,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-10-25,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-06-14,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,0,2020-03-02,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-03-10,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,3,2020-10-20,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,5,2020-10-10,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-01-29,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,26,2020-05-26,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-02-14,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-09-25,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-03-08,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,56,2020-10-22,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-01-20,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,2020-01-23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,7,2020-03-20,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-01-30,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,27,2020-07-07,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,4,2020-06-24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,2020-01-18,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,31,2020-03-27,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-03-29,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-10-07,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,2020-03-07,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,4,2020-07-16,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,0,2020-02-26,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,4,2020-05-24,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-08-17,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,0,2020-05-28,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-06-01,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-06-19,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,2,2020-07-30,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-04-12,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-08-30,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,18,2020-05-11,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,1,2020-04-13,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,10,2020-07-14,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-04-20,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,2020-03-07,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-06-12,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,2,2020-03-23,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-08-01,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,2020-01-02,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-05-23,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-02-05,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,2020-05-01,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-03-16,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-02-10,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-03-07,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-03-12,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-01-10,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-08-26,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-01-05,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-08-21,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-02-21,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,13,2020-09-04,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,84,2020-05-01,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,20,2020-06-06,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-03-29,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,1,2020-03-12,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,7,2020-07-04,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-09-05,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,6,2020-06-01,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,262,2020-10-21,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,5,2020-09-22,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,1,2020-09-27,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,3,2020-05-17,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,1,2020-03-16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,2020-02-25,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,12,2020-05-23,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-08-10,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-04-27,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,4,2020-09-22,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-04-29,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,1,2020-05-26,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-01-13,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-06-15,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-08-20,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,1,2020-08-26,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-10-21,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,2020-01-11,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-02-02,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,11,2020-07-17,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-01-14,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-07-06,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-02-09,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,9,2020-05-12,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,2020-06-03,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-10-11,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,2,2020-04-28,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,140,2020-04-02,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-01-10,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-02-29,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,5,2020-10-01,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,6,2020-10-09,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,2020-03-10,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,0,2020-02-25,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,8,2020-09-05,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,2020-09-26,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,2020-01-11,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-06-05,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,0,2020-02-17,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,6,2020-07-24,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,2020-09-17,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-03-30,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-06-29,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,281,2020-05-01,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-08-09,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,0,2020-03-07,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,2,2020-06-18,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-02-06,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,1,2020-05-11,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,2020-03-07,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,1,2020-05-05,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-02-03,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,4,2020-10-20,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,2020-03-19,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-07-26,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-09-08,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,2020-01-02,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-07-30,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,0,2020-03-06,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,2020-01-24,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,2020-02-17,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-07-19,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-04-23,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-03-16,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,2020-09-13,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-02-25,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,106,2020-10-25,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-01-24,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,4,2020-04-03,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-09-11,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-09-01,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-03-02,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,2020-02-24,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-06-25,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-02-13,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-01-23,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-09-12,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,169,2020-10-02,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,148,2020-04-10,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,8,2020-04-07,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-04-17,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,1,2020-09-12,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-05-21,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,150,2020-07-29,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,2020-03-10,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,24,2020-09-30,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-01-03,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,13,2020-05-27,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,12,2020-06-11,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-10-17,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,7,2020-03-15,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,2020-08-09,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-04-08,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-03-13,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,2,2020-10-20,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,1,2020-09-03,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-01-24,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-04-22,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-09-16,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,2020-03-28,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,2,2020-08-30,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-08-21,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-09-21,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,3,2020-10-18,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,432,2020-04-20,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,0,2020-01-09,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,4,2020-10-15,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-08-04,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-10-20,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-02-17,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-08-07,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-08-01,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-07-20,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,34,2020-07-11,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-02-23,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-04-21,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,6,2020-10-25,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,19,2020-09-02,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-10-21,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,33,2020-10-15,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,5,2020-08-03,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-02-02,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-04-10,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,198,2020-07-08,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-03-08,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,29,2020-09-01,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,78,2020-05-02,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,33,2020-09-08,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-09-19,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,84,2020-04-08,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-02-18,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,21,2020-10-25,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-05-31,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,28,2020-05-27,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-09-13,"Epidemic intelligence, national daily data"
